,1,2,3
0,307,0.0
1,305,0.0147907
2,301,0.048451334
3,303,0.05454965
4,300,0.055440888
5,295,0.08245231
6,298,0.09042009
7,326,0.09727254
8,296,0.10284821
9,257,0.12705986
10,290,0.12785853
11,120,0.1303757
12,259,0.13052662
13,320,0.1309988
14,258,0.13160375
15,291,0.13420287
16,321,0.13793729
17,261,0.139913
18,165,0.14316319
19,289,0.14316352
20,275,0.14399077
21,154,0.14560436
22,260,0.14572448
23,121,0.14613786
24,182,0.15010078
25,5,0.15165718
26,177,0.15527189
27,262,0.15756513
28,77,0.15796404
29,72,0.16070081
30,67,0.16085644
31,218,0.16131915
32,71,0.16167161
33,263,0.16375725
34,157,0.1673786
35,311,0.16960374
36,85,0.17170872
37,250,0.17279245
38,225,0.17389861
39,309,0.17541806
40,248,0.17659913
41,180,0.17878284
42,86,0.17901263
43,331,0.18072738
44,252,0.18159343
45,6,0.18188204
46,327,0.18314767
47,256,0.18338633
48,163,0.18349165
49,322,0.18359762
50,247,0.18402366
51,156,0.18424365
52,96,0.18498729
53,87,0.18964939
54,109,0.19016647
55,89,0.19063766
56,251,0.19066247
57,126,0.19156456
58,159,0.19171552
59,69,0.19234242
60,4,0.192561
61,237,0.19266382
62,46,0.19285075
63,74,0.19420364
64,98,0.19466792
65,224,0.19483255
66,144,0.19512117
67,53,0.19514501
68,130,0.19536692
69,183,0.19569148
70,136,0.1964425
71,16,0.19668546
72,133,0.19685104
73,129,0.1970945
74,297,0.19748077
75,178,0.1978441
76,124,0.19786878
77,2,0.1979199
78,135,0.19809182
79,220,0.19856443
80,10,0.1986569
81,108,0.20031448
82,139,0.2007037
83,233,0.20128731
84,179,0.20222938
85,80,0.20257539
86,57,0.20328839
87,268,0.20331623
88,269,0.20347695
89,7,0.20357864
90,148,0.20383957
91,229,0.20546283
92,223,0.20575267
93,28,0.20582514
94,20,0.20611492
95,228,0.20629501
96,93,0.20651309
97,226,0.20660445
98,49,0.20689647
99,181,0.20694314
