,1,2,3
0,200,0.0
1,64,0.09851273
2,179,0.11540618
3,94,0.11762085
4,293,0.12421212
5,189,0.13234213
6,190,0.13421157
7,61,0.13576722
8,95,0.13659891
9,62,0.1479122
10,298,0.14983448
11,33,0.15028776
12,65,0.15677308
13,75,0.15765233
14,130,0.1611284
15,177,0.16168149
16,281,0.16293435
17,184,0.1669582
18,294,0.16780432
19,23,0.16880363
20,104,0.16888706
21,164,0.17016731
22,154,0.17079777
23,153,0.1710412
24,292,0.17120886
25,63,0.17248452
26,178,0.17439122
27,126,0.17664321
28,148,0.17737164
29,199,0.17739391
30,165,0.17806017
31,241,0.17915434
32,25,0.18029527
33,282,0.18188184
34,186,0.18215048
35,86,0.1834846
36,182,0.18525575
37,280,0.18582886
38,103,0.18638381
39,135,0.18643782
40,8,0.1868389
41,102,0.18724513
42,55,0.18725242
43,262,0.18740685
44,49,0.18789154
45,171,0.18872239
46,235,0.18905048
47,209,0.18966857
48,81,0.19084394
49,11,0.19143525
50,32,0.19202137
51,290,0.19324999
52,201,0.19390064
53,149,0.19486827
54,232,0.1955684
55,170,0.19585992
56,270,0.19623214
57,220,0.1964981
58,57,0.19687347
59,279,0.1970902
60,208,0.198466
61,217,0.19863458
62,80,0.19874921
63,145,0.19973227
64,124,0.2003023
65,140,0.20060028
66,223,0.20125295
67,233,0.20140219
68,216,0.2014739
69,180,0.20197545
70,168,0.20263793
71,152,0.20264727
72,291,0.20267908
73,173,0.20274489
74,219,0.20292892
75,40,0.20342179
76,288,0.20373143
77,274,0.20485874
78,24,0.20520625
79,174,0.20521472
80,106,0.20552072
81,169,0.20656095
82,123,0.20733571
83,129,0.20799242
84,263,0.20970725
85,295,0.20975119
86,227,0.21006909
87,231,0.21069874
88,167,0.21091752
89,156,0.21098447
90,9,0.21145831
91,13,0.21145831
92,15,0.21276823
93,128,0.21455275
94,110,0.21465269
95,113,0.21465269
96,246,0.21473543
97,73,0.2147357
98,204,0.21477064
99,6,0.21477535
