rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.016753465,1000000000,0.016753465,0
1,3,0.016046235,0.030382896,0.030382896,-0.0007072296
2,4,0.0223563,0.022032306,0.03577445,0.0063100643
3,5,0.016753465,0.0,0.022032306,-0.0056028347
4,6,0.01895828,0.009939508,0.02422898,0.002204815
5,7,0.016831126,0.013074609,0.024776418,-0.0021271538
6,8,0.02424589,0.010569214,0.010569214,0.007414764
7,9,0.05036536,0.051093943,0.056598976,0.026119469
8,10,0.040724475,0.04253858,0.05574183,-0.009640884
9,11,0.06922552,0.0349964,0.057276137,0.028501045
10,12,0.06978069,0.028890796,0.028890796,0.00055517256
11,13,0.086986765,0.027262194,0.027262194,0.017206073
12,14,0.081223875,0.0209149,0.027680656,-0.00576289
13,15,0.09681299,0.016735889,0.028891018,0.015589118
14,16,0.018153027,0.009872316,0.09883421,-0.07865997
15,17,0.020432666,0.0058086915,0.0058086915,0.0022796392
16,18,0.0,0.016046235,0.020432666,-0.020432666
17,19,0.028201407,0.024754569,0.028201407,0.028201407
18,20,0.04046277,0.020791564,0.020791564,0.012261363
19,21,0.05521377,0.019611346,0.019611346,0.014751002
20,22,0.024460552,0.02416373,0.05705668,-0.03075322
21,23,0.021667438,0.021667438,0.028503142,-0.0027931146
22,24,0.02591733,0.0062664244,0.030337667,0.004249893
23,25,0.030621678,0.021807835,0.023195215,0.004704347
24,26,0.024739936,0.003220219,0.02219934,-0.0058817416
25,27,0.01999748,0.01232784,0.027308159,-0.0047424566
26,28,0.024565605,0.0045792297,0.026776494,0.004568126
27,29,0.03302641,0.010810076,0.026854204,0.008460803
28,30,0.025285041,0.008122984,0.01405815,-0.0077413674
29,31,0.0309686,0.0103947185,0.01780964,0.00568356
30,32,0.035930037,0.0072096763,0.020991659,0.0049614366
31,33,0.03083225,0.0018448092,0.01991595,-0.005097788
32,34,0.028261216,0.008787918,0.019714637,-0.0025710333
33,35,0.030050106,0.0031166521,0.020054761,0.00178889
34,36,0.03837538,0.008110973,0.024973769,0.008325275
35,37,0.026542649,0.009277528,0.025212098,-0.011832733
36,38,0.03763085,0.01459913,0.01459913,0.0110882
37,39,0.027039656,0.001264504,0.01399532,-0.010591192
38,40,0.032931108,0.013984391,0.017693464,0.0058914516
39,41,0.025745189,0.0030840265,0.017798811,-0.007185919
40,42,0.040249415,0.0065506035,0.020665659,0.014504226
41,43,0.036635395,0.0054713096,0.024334662,-0.0036140196
42,44,0.032111403,0.005415683,0.020251557,-0.0045239925
43,45,0.0290023,0.005772562,0.019662738,-0.003109103
44,46,0.031336617,0.0031538892,0.02007653,0.0023343172
45,47,0.03895986,0.005581046,0.024974301,0.007623244
46,48,0.03609751,0.0038641458,0.012442931,-0.0028623492
47,49,0.038537957,0.0048055896,0.013495106,0.0024404451
48,50,0.034749955,0.0023618157,0.01356669,-0.0037880018
49,51,0.04635125,0.009312784,0.016443642,0.011601295
50,52,0.029153436,0.0026827345,0.022210363,-0.017197814
51,53,0.03074666,0.0026873888,0.020657059,0.0015932228
52,54,0.038937405,0.0021774285,0.024839625,0.0081907455
53,55,0.02472281,0.0071504884,0.020373935,-0.014214594
54,56,0.0381097,0.0073460145,0.014975942,0.01338689
55,57,0.038091682,0.003988645,0.015704988,-1.801923e-05
56,58,0.030621678,0.0,0.013431654,-0.0074700043
57,59,0.04019868,0.0058478583,0.012624388,0.009577002
58,60,0.031045204,0.0011380902,0.012089423,-0.009153476
59,61,0.03518883,0.007674501,0.016263757,0.0041436274
60,62,0.0295469,0.002665334,0.016300613,-0.0056419317
61,63,0.042718485,0.005115437,0.018302705,0.013171585
62,64,0.040769108,0.0052061365,0.010184436,-0.0019493774
63,65,0.036480732,0.0077142143,0.01969034,-0.0042883754
64,66,0.033731937,0.004874877,0.020281378,-0.0027487949
65,67,0.03541487,0.0026855587,0.020662874,0.0016829334
66,68,0.043036256,0.0045811427,0.024354964,0.007621385
67,69,0.04115447,0.0016432633,0.008772205,-0.0018817857
68,70,0.042840976,0.0019114059,0.010733938,0.001686506
69,71,0.039942034,0.0021090594,0.01081326,-0.0028989427
70,72,0.05020965,0.0067398218,0.014180525,0.010267615
71,73,0.03455063,0.0016970943,0.019226043,-0.01565902
72,74,0.03560104,0.001289681,0.021312803,0.0010504089
73,75,0.043489717,0.0010291499,0.024313819,0.007888678
74,76,0.032288432,0.0035296276,0.013450997,-0.011201285
75,77,0.043407314,0.0015309928,0.01298417,0.011118881
76,78,0.042451397,0.0018351638,0.0041526733,-0.00095591694
77,79,0.041840695,0.0060147354,0.020244904,-0.00061070174
78,80,0.032621752,0.0073541296,0.012207337,-0.009218942
79,81,0.035627317,0.0063733747,0.0149349375,0.0030055642
80,82,0.031098703,0.0027019323,0.015033026,-0.0045286138
81,83,0.04424322,0.0057211868,0.018661115,0.013144517
82,84,0.042753965,0.0016143182,0.0058556586,-0.0014892556
83,85,0.04368074,0.0033382298,0.0071582436,0.000926774
84,86,0.041582663,0.0021673476,0.0072636446,-0.002098076
85,87,0.050981533,0.00785091,0.010998584,0.00939887
86,88,0.036326382,0.0011966459,0.018951742,-0.0146551505
