rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.13155809,1000000000,0.13155809,0
1,3,0.15294945,0.14798445,0.14798445,0.021391362
2,4,0.16239272,0.10842185,0.10842185,0.009443268
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.008888495,1000000000,0.008888495,0
1,3,0.019075975,0.019266685,0.019266685,0.01018748
2,4,0.012715655,0.019268503,0.028417816,-0.0063603194
3,5,0.019970205,0.020429336,0.021589648,0.0072545493
4,6,0.01868145,0.018494163,0.021064116,-0.0012887549
5,7,0.023654167,0.012954897,0.02262239,0.004972717
6,8,0.033208795,0.019733237,0.030299947,0.009554628
7,9,0.009570337,0.010853606,0.025503503,-0.023638457
8,10,0.043960307,0.035513695,0.0476787,0.03438997
9,11,0.035856977,0.019707287,0.019707287,-0.00810333
10,12,0.010734112,0.008608215,0.041249834,-0.025122866
11,13,0.028283006,0.012726663,0.034917895,0.017548893
12,14,0.015377883,0.018134646,0.02670325,-0.012905123
13,15,0.028355503,0.00059597363,0.026785782,0.012977621
14,16,0.009200719,0.00249274,0.033859253,-0.019154783
15,17,0.028216828,0.0013174404,0.033683114,0.01901611
16,18,0.01704957,0.00676316,0.031557377,-0.011167258
17,19,0.028288366,0.00015911165,0.031664755,0.011238797
18,20,0.020842984,0.008162711,0.042592034,-0.007445382
19,21,0.03298778,0.0054009086,0.045923017,0.012144797
20,22,0.01786693,0.001984371,0.034561288,-0.015120851
21,23,0.035731,0.0006172603,0.036812406,0.017864069
22,24,0.021539902,0.0080827605,0.042228326,-0.014191097
23,25,0.101671085,0.09906396,0.09953118,0.08013118
24,26,0.098761,0.020186301,0.020186301,-0.002910085
25,27,0.0050156484,0.0069033955,0.09947314,-0.09374535
26,28,0.008463859,0.008421482,0.010603181,0.0034482102
27,29,0.13435651,0.13289776,0.13430505,0.12589265
28,30,0.11725902,0.102320045,0.1684098,-0.017097495
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.041671105,1000000000,0.041671105,0
1,3,0.024253856,0.03372359,0.03372359,-0.017417248
2,4,0.049849886,0.008697505,0.040417306,0.02559603
3,5,0.0143567845,0.019395446,0.035619862,-0.035493102
4,6,0.09400712,0.09812182,0.09812182,0.079650335
5,7,0.05600457,0.061396703,0.10637204,-0.03800255
6,8,0.04925966,0.030014982,0.030014982,-0.00674491
7,9,0.048221733,0.0065086777,0.0065086777,-0.0010379255
8,10,0.05948197,0.023484904,0.023484904,0.011260238
9,11,0.032841828,0.029950265,0.03772601,-0.026640143
10,12,0.042668305,0.017119016,0.017431261,0.009826478
11,13,0.026674155,0.010435795,0.03704836,-0.01599415
12,14,0.0560863,0.018833762,0.059640516,0.029412147
13,15,0.050775766,0.010528115,0.013258632,-0.0053105354
14,16,0.09241989,0.05694991,0.07078007,0.041644126
15,17,0.10697934,0.03157509,0.03157509,0.014559448
16,18,0.013225732,0.024419622,0.10048616,-0.093753606
17,19,0.040062856,0.010681334,0.027368382,0.026837124
18,20,0.052153308,0.032673556,0.032673556,0.012090452
19,21,0.018526515,0.021798523,0.04721955,-0.033626795
20,22,0.013996337,0.0056885085,0.0056885085,-0.0045301784
21,23,0.057907727,0.011577026,0.060339987,0.04391139
22,24,0.10841606,0.061857127,0.08954924,0.05050833
23,25,0.041671284,1.7569081e-07,0.13195369,-0.066744775
24,26,0.050559003,0.005354069,0.009679332,0.008887719
25,27,0.09795193,0.017366024,0.11936703,0.047392923
26,28,0.05779609,0.045380797,0.106134884,-0.040155835
27,29,0.10411846,0.05852244,0.08481078,0.046322368
28,30,0.10416385,0.02823049,0.05298831,4.5388937e-05
29,31,0.09630498,0.040340226,0.04206475,-0.007858865
30,32,0.045182716,0.0035242755,0.10102315,-0.051122267
31,33,0.03430799,0.008978735,0.011347359,-0.010874726
32,34,0.046404082,0.002554799,0.012407266,0.012096092
33,35,0.074068114,0.03125529,0.05185682,0.027664032
34,36,0.071936384,0.05975515,0.09743109,-0.0021317303
35,37,0.09524953,0.061217286,0.061217286,0.02331315
36,38,0.062288035,0.05017437,0.07993121,-0.0329615
37,39,0.09508271,0.058227267,0.07565451,0.032794673
