,1,2,3
0,55,0.0
1,52,0.108398885
2,335,0.11110083
3,81,0.115883544
4,194,0.11619985
5,143,0.1166918
6,248,0.11994626
7,140,0.12039391
8,82,0.123548634
9,255,0.13721731
10,97,0.13758197
11,312,0.13845891
12,221,0.13959457
13,304,0.13997366
14,272,0.14314534
15,244,0.14364074
16,337,0.14527619
17,325,0.14558764
18,215,0.14600317
19,219,0.14718933
20,332,0.14719033
21,160,0.14746706
22,67,0.14825556
23,326,0.1486387
24,238,0.14942035
25,340,0.14989647
26,176,0.15161999
27,127,0.15177691
28,209,0.15247162
29,162,0.15358257
30,347,0.15413672
31,147,0.15418595
32,203,0.15483412
33,174,0.15496199
34,257,0.15511
35,317,0.15785949
36,293,0.15894207
37,93,0.15938176
38,316,0.16059151
39,222,0.16073483
40,129,0.1608372
41,345,0.16102202
42,327,0.16162921
43,239,0.1617786
44,226,0.16223538
45,88,0.16241507
46,314,0.16288081
47,141,0.1632898
48,35,0.16367443
49,342,0.1637032
50,283,0.16457754
51,294,0.16543709
52,177,0.16547467
53,94,0.16554265
54,110,0.16592565
55,235,0.16640528
56,161,0.16641767
57,86,0.16780828
58,128,0.16935137
59,56,0.16941425
60,323,0.16978858
61,164,0.16992372
62,186,0.17034797
63,281,0.1711084
64,60,0.1739814
65,175,0.17411321
66,132,0.174168
67,321,0.17430873
68,315,0.17479664
69,256,0.17560966
70,77,0.17623359
71,295,0.17685747
72,108,0.17693476
73,267,0.17693777
74,134,0.17725784
75,199,0.17816895
76,109,0.178252
77,87,0.17830367
78,191,0.17905714
79,290,0.17912564
80,122,0.1793708
81,96,0.17962885
82,262,0.18012348
83,268,0.18012348
84,198,0.18048905
85,33,0.18096863
86,338,0.18099228
87,306,0.18112883
88,208,0.18123007
89,263,0.18134688
90,171,0.18174772
91,179,0.18193011
92,284,0.18233752
93,68,0.18274415
94,202,0.18277055
95,137,0.18292761
96,78,0.18312937
97,150,0.18323018
98,131,0.18348794
99,330,0.18370402
